189 160 1 4 2 2
1 4
200e9 0.3 0.1 7800.0 0.0 -9.81
1 -5.000000 -2.500000
2 -5.000000 -1.875000
3 -5.000000 -1.250000
4 -5.000000 -0.625000
5 -5.000000 0.000000
6 -5.000000 0.625000
7 -5.000000 1.250000
8 -5.000000 1.875000
9 -5.000000 2.500000
10 -4.500000 -2.215000
11 -4.500000 -1.661250
12 -4.500000 -1.107500
13 -4.500000 -0.553750
14 -4.500000 0.000000
15 -4.500000 0.553750
16 -4.500000 1.107500
17 -4.500000 1.661250
18 -4.500000 2.215000
19 -4.000000 -1.960000
20 -4.000000 -1.470000
21 -4.000000 -0.980000
22 -4.000000 -0.490000
23 -4.000000 0.000000
24 -4.000000 0.490000
25 -4.000000 0.980000
26 -4.000000 1.470000
27 -4.000000 1.960000
28 -3.500000 -1.735000
29 -3.500000 -1.301250
30 -3.500000 -0.867500
31 -3.500000 -0.433750
32 -3.500000 0.000000
33 -3.500000 0.433750
34 -3.500000 0.867500
35 -3.500000 1.301250
36 -3.500000 1.735000
37 -3.000000 -1.540000
38 -3.000000 -1.155000
39 -3.000000 -0.770000
40 -3.000000 -0.385000
41 -3.000000 0.000000
42 -3.000000 0.385000
43 -3.000000 0.770000
44 -3.000000 1.155000
45 -3.000000 1.540000
46 -2.500000 -1.375000
47 -2.500000 -1.031250
48 -2.500000 -0.687500
49 -2.500000 -0.343750
50 -2.500000 0.000000
51 -2.500000 0.343750
52 -2.500000 0.687500
53 -2.500000 1.031250
54 -2.500000 1.375000
55 -2.000000 -1.240000
56 -2.000000 -0.930000
57 -2.000000 -0.620000
58 -2.000000 -0.310000
59 -2.000000 0.000000
60 -2.000000 0.310000
61 -2.000000 0.620000
62 -2.000000 0.930000
63 -2.000000 1.240000
64 -1.500000 -1.135000
65 -1.500000 -0.851250
66 -1.500000 -0.567500
67 -1.500000 -0.283750
68 -1.500000 0.000000
69 -1.500000 0.283750
70 -1.500000 0.567500
71 -1.500000 0.851250
72 -1.500000 1.135000
73 -1.000000 -1.060000
74 -1.000000 -0.795000
75 -1.000000 -0.530000
76 -1.000000 -0.265000
77 -1.000000 0.000000
78 -1.000000 0.265000
79 -1.000000 0.530000
80 -1.000000 0.795000
81 -1.000000 1.060000
82 -0.500000 -1.015000
83 -0.500000 -0.761250
84 -0.500000 -0.507500
85 -0.500000 -0.253750
86 -0.500000 0.000000
87 -0.500000 0.253750
88 -0.500000 0.507500
89 -0.500000 0.761250
90 -0.500000 1.015000
91 0.000000 -1.000000
92 0.000000 -0.750000
93 0.000000 -0.500000
94 0.000000 -0.250000
95 0.000000 0.000000
96 0.000000 0.250000
97 0.000000 0.500000
98 0.000000 0.750000
99 0.000000 1.000000
100 0.500000 -1.015000
101 0.500000 -0.761250
102 0.500000 -0.507500
103 0.500000 -0.253750
104 0.500000 0.000000
105 0.500000 0.253750
106 0.500000 0.507500
107 0.500000 0.761250
108 0.500000 1.015000
109 1.000000 -1.060000
110 1.000000 -0.795000
111 1.000000 -0.530000
112 1.000000 -0.265000
113 1.000000 0.000000
114 1.000000 0.265000
115 1.000000 0.530000
116 1.000000 0.795000
117 1.000000 1.060000
118 1.500000 -1.135000
119 1.500000 -0.851250
120 1.500000 -0.567500
121 1.500000 -0.283750
122 1.500000 0.000000
123 1.500000 0.283750
124 1.500000 0.567500
125 1.500000 0.851250
126 1.500000 1.135000
127 2.000000 -1.240000
128 2.000000 -0.930000
129 2.000000 -0.620000
130 2.000000 -0.310000
131 2.000000 0.000000
132 2.000000 0.310000
133 2.000000 0.620000
134 2.000000 0.930000
135 2.000000 1.240000
136 2.500000 -1.375000
137 2.500000 -1.031250
138 2.500000 -0.687500
139 2.500000 -0.343750
140 2.500000 0.000000
141 2.500000 0.343750
142 2.500000 0.687500
143 2.500000 1.031250
144 2.500000 1.375000
145 3.000000 -1.540000
146 3.000000 -1.155000
147 3.000000 -0.770000
148 3.000000 -0.385000
149 3.000000 0.000000
150 3.000000 0.385000
151 3.000000 0.770000
152 3.000000 1.155000
153 3.000000 1.540000
154 3.500000 -1.735000
155 3.500000 -1.301250
156 3.500000 -0.867500
157 3.500000 -0.433750
158 3.500000 0.000000
159 3.500000 0.433750
160 3.500000 0.867500
161 3.500000 1.301250
162 3.500000 1.735000
163 4.000000 -1.960000
164 4.000000 -1.470000
165 4.000000 -0.980000
166 4.000000 -0.490000
167 4.000000 0.000000
168 4.000000 0.490000
169 4.000000 0.980000
170 4.000000 1.470000
171 4.000000 1.960000
172 4.500000 -2.215000
173 4.500000 -1.661250
174 4.500000 -1.107500
175 4.500000 -0.553750
176 4.500000 0.000000
177 4.500000 0.553750
178 4.500000 1.107500
179 4.500000 1.661250
180 4.500000 2.215000
181 5.000000 -2.500000
182 5.000000 -1.875000
183 5.000000 -1.250000
184 5.000000 -0.625000
185 5.000000 0.000000
186 5.000000 0.625000
187 5.000000 1.250000
188 5.000000 1.875000
189 5.000000 2.500000
1 1 10 11 2 1
2 2 11 12 3 1
3 3 12 13 4 1
4 4 13 14 5 1
5 5 14 15 6 1
6 6 15 16 7 1
7 7 16 17 8 1
8 8 17 18 9 1
9 10 19 20 11 1
10 11 20 21 12 1
11 12 21 22 13 1
12 13 22 23 14 1
13 14 23 24 15 1
14 15 24 25 16 1
15 16 25 26 17 1
16 17 26 27 18 1
17 19 28 29 20 1
18 20 29 30 21 1
19 21 30 31 22 1
20 22 31 32 23 1
21 23 32 33 24 1
22 24 33 34 25 1
23 25 34 35 26 1
24 26 35 36 27 1
25 28 37 38 29 1
26 29 38 39 30 1
27 30 39 40 31 1
28 31 40 41 32 1
29 32 41 42 33 1
30 33 42 43 34 1
31 34 43 44 35 1
32 35 44 45 36 1
33 37 46 47 38 1
34 38 47 48 39 1
35 39 48 49 40 1
36 40 49 50 41 1
37 41 50 51 42 1
38 42 51 52 43 1
39 43 52 53 44 1
40 44 53 54 45 1
41 46 55 56 47 1
42 47 56 57 48 1
43 48 57 58 49 1
44 49 58 59 50 1
45 50 59 60 51 1
46 51 60 61 52 1
47 52 61 62 53 1
48 53 62 63 54 1
49 55 64 65 56 1
50 56 65 66 57 1
51 57 66 67 58 1
52 58 67 68 59 1
53 59 68 69 60 1
54 60 69 70 61 1
55 61 70 71 62 1
56 62 71 72 63 1
57 64 73 74 65 1
58 65 74 75 66 1
59 66 75 76 67 1
60 67 76 77 68 1
61 68 77 78 69 1
62 69 78 79 70 1
63 70 79 80 71 1
64 71 80 81 72 1
65 73 82 83 74 1
66 74 83 84 75 1
67 75 84 85 76 1
68 76 85 86 77 1
69 77 86 87 78 1
70 78 87 88 79 1
71 79 88 89 80 1
72 80 89 90 81 1
73 82 91 92 83 1
74 83 92 93 84 1
75 84 93 94 85 1
76 85 94 95 86 1
77 86 95 96 87 1
78 87 96 97 88 1
79 88 97 98 89 1
80 89 98 99 90 1
81 91 100 101 92 1
82 92 101 102 93 1
83 93 102 103 94 1
84 94 103 104 95 1
85 95 104 105 96 1
86 96 105 106 97 1
87 97 106 107 98 1
88 98 107 108 99 1
89 100 109 110 101 1
90 101 110 111 102 1
91 102 111 112 103 1
92 103 112 113 104 1
93 104 113 114 105 1
94 105 114 115 106 1
95 106 115 116 107 1
96 107 116 117 108 1
97 109 118 119 110 1
98 110 119 120 111 1
99 111 120 121 112 1
100 112 121 122 113 1
101 113 122 123 114 1
102 114 123 124 115 1
103 115 124 125 116 1
104 116 125 126 117 1
105 118 127 128 119 1
106 119 128 129 120 1
107 120 129 130 121 1
108 121 130 131 122 1
109 122 131 132 123 1
110 123 132 133 124 1
111 124 133 134 125 1
112 125 134 135 126 1
113 127 136 137 128 1
114 128 137 138 129 1
115 129 138 139 130 1
116 130 139 140 131 1
117 131 140 141 132 1
118 132 141 142 133 1
119 133 142 143 134 1
120 134 143 144 135 1
121 136 145 146 137 1
122 137 146 147 138 1
123 138 147 148 139 1
124 139 148 149 140 1
125 140 149 150 141 1
126 141 150 151 142 1
127 142 151 152 143 1
128 143 152 153 144 1
129 145 154 155 146 1
130 146 155 156 147 1
131 147 156 157 148 1
132 148 157 158 149 1
133 149 158 159 150 1
134 150 159 160 151 1
135 151 160 161 152 1
136 152 161 162 153 1
137 154 163 164 155 1
138 155 164 165 156 1
139 156 165 166 157 1
140 157 166 167 158 1
141 158 167 168 159 1
142 159 168 169 160 1
143 160 169 170 161 1
144 161 170 171 162 1
145 163 172 173 164 1
146 164 173 174 165 1
147 165 174 175 166 1
148 166 175 176 167 1
149 167 176 177 168 1
150 168 177 178 169 1
151 169 178 179 170 1
152 170 179 180 171 1
153 172 181 182 173 1
154 173 182 183 174 1
155 174 183 184 175 1
156 175 184 185 176 1
157 176 185 186 177 1
158 177 186 187 178 1
159 178 187 188 179 1
160 179 188 189 180 1
1 1 1
2 1 1
3 1 1
4 1 1
5 1 1
6 1 1
7 1 1
8 1 1
9 1 1
0 0 0
181 800.0 0.0
182 800.0 0.0
183 800.0 0.0
184 800.0 0.0
185 800.0 0.0
186 800.0 0.0
187 800.0 0.0
188 800.0 0.0
189 800.0 0.0
0 0.0 0.0
